timestamp,Total Rooms,Out of Service,Available Rooms,Occupied Rooms,Occupied Percent,Room Revenue,Average Daily Rate ADR,Market ADR,Revenue Per Available Room RevPAR,Market RevPar,Average Occupancy Rate AOR,Gross Operating Profit per Available Room GOPPAR,Market Penetration Index MPI,Average Rate Index,Revenue Generation Index RGI,Market Cost per Booking,Sentiment Analysis,Direct Revenue Ratio DRR,Web Conversion,Segmentation,Outlet Net Revenue,Total Revenue,Total Revenue per Available Room TREVPAR,market_rev_diff
2020-01-11,81,5,76,51,0.6296,15593,305.75,336.325,205.0,277.0,0.67,29.80000000000014,0.6995555555555556,0.9090909090909092,0.740072202166065,0.27,0.92,0.07,0.034999999999999996,"[0.015, 0.024999999999999998, 0.04499999999999999, 0.034999999999999996, 0.005]",2027.0900000000001,17620.09,231.84328947368422,72
2020-01-12,81,4,77,57,0.7037,16146,283.26,305.9208,210.0,285.0,0.74,22.70000000000004,1.0502985074626865,0.9259259259259259,0.7368421052631579,0.4,0.93,0.1,0.005,"[0.024999999999999998, 0.024999999999999998, 0.005, 0.015, 0.034999999999999996]",2744.8199999999997,18890.82,245.33532467532467,75
2020-01-13,81,4,77,50,0.6173,16711,334.22,297.4558,217.0,338.0,0.65,21.000000000000014,0.8230666666666666,1.1235955056179776,0.6420118343195266,0.16,0.99,0.08000000000000002,0.015,"[0.005, 0.005, 0.04499999999999999, 0.005, 0.04499999999999999]",4511.969999999998,21222.969999999998,275.622987012987,121
2020-01-14,81,3,78,54,0.6667,18516,342.89,380.6079,237.0,312.0,0.69,24.20000000000006,0.9132876712328767,0.9009009009009009,0.7596153846153846,0.08,0.9,0.29000000000000004,0.015,"[0.015, 0.005, 0.04499999999999999, 0.024999999999999998, 0.024999999999999998]",5369.6399999999985,23885.64,306.22615384615386,75
2020-01-15,81,4,77,31,0.3827,14363,463.32,514.2852,187.0,312.0,0.4,24.400000000000063,0.42522222222222217,0.9009009009009008,0.5993589743589743,0.14,0.89,0.12000000000000001,0.015,"[0.005, 0.024999999999999998, 0.04499999999999999, 0.005, 0.034999999999999996]",1723.56,16086.56,208.91636363636363,125
2020-01-16,81,4,77,39,0.4815,17803,456.49,406.2761,231.0,176.0,0.51,21.700000000000024,1.0699999999999998,1.1235955056179776,1.3125,0.15,0.96,0.30000000000000004,0.04499999999999999,"[0.005, 0.015, 0.024999999999999998, 0.04499999999999999, 0.024999999999999998]",4628.779999999998,22431.78,291.3218181818182,-55
2020-01-17,81,0,81,43,0.5309,15339,356.72,385.2576,189.0,276.0,0.53,25.200000000000074,0.7272602739726028,0.9259259259259259,0.6847826086956522,0.31,0.81,0.37000000000000005,0.024999999999999998,"[0.034999999999999996, 0.005, 0.005, 0.034999999999999996, 0.005]",3067.7999999999993,18406.8,227.24444444444444,87
2020-01-18,81,1,80,22,0.2716,18546,843.0,800.85,232.0,331.0,0.28,22.500000000000036,0.6035555555555555,1.0526315789473684,0.7009063444108762,0.26,0.81,0.19,0.04499999999999999,"[0.015, 0.024999999999999998, 0.034999999999999996, 0.034999999999999996, 0.005]",3338.2799999999993,21884.28,273.5535,99
2020-01-19,81,1,80,29,0.358,22039,759.97,835.967,275.0,385.0,0.36,24.000000000000057,0.5507692307692307,0.9090909090909092,0.7142857142857143,0.44,0.95,0.30000000000000004,0.024999999999999998,"[0.04499999999999999, 0.04499999999999999, 0.015, 0.005, 0.024999999999999998]",5068.969999999999,27107.97,338.849625,110
2020-01-20,81,1,80,34,0.4198,17411,512.09,542.8154000000001,218.0,339.0,0.42,24.600000000000065,0.4825287356321839,0.9433962264150942,0.6430678466076696,0.05,0.9,0.35000000000000003,0.034999999999999996,"[0.015, 0.005, 0.04499999999999999, 0.034999999999999996, 0.04499999999999999]",4700.969999999998,22111.969999999998,276.39962499999996,121
2020-01-21,81,5,76,39,0.4815,18400,471.79,419.8931,242.0,364.0,0.51,23.60000000000005,1.0699999999999998,1.1235955056179776,0.6648351648351648,0.17,0.95,0.18000000000000005,0.04499999999999999,"[0.015, 0.034999999999999996, 0.005, 0.04499999999999999, 0.04499999999999999]",2759.9999999999995,21160.0,278.42105263157896,122
2020-01-22,81,0,81,21,0.2593,20575,979.76,920.9744,254.0,341.0,0.26,22.80000000000004,0.28184782608695647,1.0638297872340425,0.7448680351906158,0.31,0.82,0.2,0.024999999999999998,"[0.005, 0.005, 0.024999999999999998, 0.04499999999999999, 0.015]",3086.249999999999,23661.25,292.1141975308642,87
2020-01-23,81,2,79,26,0.321,17452,671.23,637.6685,221.0,321.0,0.33,25.70000000000008,0.34891304347826085,1.0526315789473684,0.6884735202492211,0.15,0.96,0.37000000000000005,0.034999999999999996,"[0.04499999999999999, 0.034999999999999996, 0.005, 0.034999999999999996, 0.04499999999999999]",4013.959999999999,21465.96,271.72101265822783,100
2020-01-24,81,4,77,32,0.3951,16542,516.94,475.58480000000003,215.0,147.0,0.42,26.100000000000087,0.5268,1.0869565217391304,1.4625850340136055,0.45,0.87,0.11000000000000001,0.005,"[0.04499999999999999, 0.04499999999999999, 0.04499999999999999, 0.034999999999999996, 0.005]",3970.079999999999,20512.079999999998,266.3906493506493,-68
2020-01-25,81,3,78,31,0.3827,14390,464.19,510.609,184.0,274.0,0.4,20.1,0.42522222222222217,0.9090909090909092,0.6715328467153284,0.35,0.89,0.18000000000000005,0.04499999999999999,"[0.024999999999999998, 0.034999999999999996, 0.015, 0.024999999999999998, 0.04499999999999999]",4029.199999999999,18419.199999999997,236.1435897435897,90
2020-01-26,81,2,79,78,0.963,20848,267.28,296.6808,264.0,385.0,0.99,23.200000000000045,2.1399999999999997,0.9009009009009009,0.6857142857142857,0.35,0.76,0.29000000000000004,0.024999999999999998,"[0.024999999999999998, 0.015, 0.034999999999999996, 0.024999999999999998, 0.005]",5003.519999999999,25851.519999999997,327.2344303797468,121
2020-01-27,81,5,76,65,0.8025,14520,223.38,198.8082,191.0,291.0,0.86,20.0,1.07,1.1235955056179776,0.6563573883161512,0.21,0.83,0.15000000000000002,0.015,"[0.04499999999999999, 0.005, 0.015, 0.034999999999999996, 0.04499999999999999]",2903.9999999999995,17424.0,229.26315789473685,100
2020-01-28,81,3,78,57,0.7037,21920,384.56,423.016,281.0,213.0,0.73,27.400000000000105,0.7818888888888889,0.9090909090909091,1.3192488262910798,0.26,0.99,0.07,0.034999999999999996,"[0.005, 0.04499999999999999, 0.034999999999999996, 0.024999999999999998, 0.015]",4603.199999999999,26523.199999999997,340.0410256410256,-68
2020-01-29,81,1,80,77,0.9506,15812,205.35,227.9385,198.0,130.0,0.96,27.900000000000112,1.3202777777777779,0.9009009009009008,1.523076923076923,0.48,0.83,0.27,0.005,"[0.04499999999999999, 0.024999999999999998, 0.015, 0.015, 0.024999999999999998]",1581.2,17393.2,217.41500000000002,-68
2020-01-30,81,2,79,76,0.9383,19337,254.43,239.1642,245.0,332.0,0.96,28.100000000000115,3.127666666666667,1.0638297872340425,0.7379518072289156,0.12,0.93,0.15000000000000002,0.015,"[0.024999999999999998, 0.015, 0.015, 0.005, 0.04499999999999999]",4060.7699999999995,23397.77,296.1743037974684,87
2020-01-31,81,2,79,23,0.284,14618,635.57,584.7244000000001,185.0,257.0,0.29,28.700000000000124,0.5163636363636362,1.0869565217391304,0.7198443579766537,0.49,0.96,0.2,0.034999999999999996,"[0.005, 0.024999999999999998, 0.024999999999999998, 0.005, 0.024999999999999998]",1461.8000000000002,16079.8,203.54177215189873,72
2020-02-01,81,5,76,27,0.3333,14416,533.93,491.21559999999994,190.0,98.0,0.36,26.700000000000095,0.6059999999999999,1.0869565217391304,1.9387755102040816,0.03,0.78,0.13,0.024999999999999998,"[0.015, 0.04499999999999999, 0.005, 0.034999999999999996, 0.034999999999999996]",1874.0800000000002,16290.08,214.34315789473683,-92
2020-02-02,81,4,77,48,0.5926,21742,452.96,416.72319999999996,282.0,403.0,0.62,27.0000000000001,1.316888888888889,1.0869565217391304,0.6997518610421837,0.39,0.98,0.2,0.005,"[0.015, 0.024999999999999998, 0.005, 0.04499999999999999, 0.015]",6305.1799999999985,28047.18,364.2490909090909,121
2020-02-03,81,3,78,52,0.642,22529,433.25,411.5875,289.0,244.0,0.67,26.000000000000085,1.4266666666666667,1.0526315789473686,1.1844262295081966,0.31,0.93,0.30000000000000004,0.015,"[0.024999999999999998, 0.024999999999999998, 0.04499999999999999, 0.024999999999999998, 0.005]",2703.48,25232.48,323.49333333333334,-45
2020-02-04,81,1,80,65,0.8025,18342,282.18,310.398,229.0,329.0,0.81,28.600000000000122,1.459090909090909,0.9090909090909091,0.6960486322188449,0.32,0.97,0.31000000000000005,0.034999999999999996,"[0.015, 0.034999999999999996, 0.034999999999999996, 0.005, 0.024999999999999998]",3118.14,21460.14,268.25175,100
2020-02-05,81,1,80,61,0.7531,22258,364.89,386.7834,278.0,378.0,0.76,27.300000000000104,0.8185869565217391,0.9433962264150944,0.7354497354497355,0.42,0.81,0.32000000000000006,0.024999999999999998,"[0.034999999999999996, 0.015, 0.005, 0.024999999999999998, 0.034999999999999996]",3783.8599999999997,26041.86,325.52325,100
2020-02-06,81,4,77,58,0.716,21992,379.17,420.87870000000004,286.0,358.0,0.75,29.500000000000135,2.3866666666666667,0.9009009009009008,0.7988826815642458,0.06,0.76,0.1,0.024999999999999998,"[0.04499999999999999, 0.034999999999999996, 0.04499999999999999, 0.04499999999999999, 0.015]",3738.64,25730.64,334.16415584415586,72
2020-02-07,81,3,78,66,0.8148,16306,247.06,232.2364,209.0,274.0,0.85,27.900000000000112,1.0864,1.0638297872340425,0.7627737226277372,0.08,0.88,0.060000000000000005,0.034999999999999996,"[0.015, 0.034999999999999996, 0.034999999999999996, 0.034999999999999996, 0.005]",2119.78,18425.78,236.2279487179487,65
2020-02-08,81,2,79,50,0.6173,20031,400.62,376.5828,254.0,224.0,0.63,27.300000000000104,1.1223636363636362,1.0638297872340425,1.1339285714285714,0.18,0.94,0.14,0.005,"[0.024999999999999998, 0.015, 0.04499999999999999, 0.015, 0.034999999999999996]",3605.5799999999995,23636.579999999998,299.1972151898734,-30
2020-02-09,81,3,78,22,0.2716,21634,983.36,1081.696,277.0,247.0,0.28,22.10000000000003,0.37205479452054796,0.9090909090909092,1.1214574898785425,0.31,0.96,0.14,0.04499999999999999,"[0.015, 0.015, 0.015, 0.005, 0.024999999999999998]",4110.459999999999,25744.46,330.0571794871795,-30
2020-02-10,81,1,80,68,0.8395,21711,319.28,293.7376,271.0,338.0,0.85,23.800000000000054,2.7983333333333333,1.0869565217391304,0.8017751479289941,0.03,0.8,0.35000000000000003,0.034999999999999996,"[0.005, 0.005, 0.005, 0.04499999999999999, 0.024999999999999998]",4993.529999999999,26704.53,333.806625,67
2020-02-11,81,3,78,45,0.5556,20537,456.38,506.5818,263.0,208.0,0.58,27.80000000000011,0.8292537313432835,0.9009009009009009,1.2644230769230769,0.13,0.93,0.36000000000000004,0.034999999999999996,"[0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.04499999999999999, 0.04499999999999999]",5134.249999999998,25671.25,329.1185897435897,-55
2020-02-12,81,2,79,21,0.2593,19051,907.19,961.6214000000001,241.0,173.0,0.27,21.700000000000024,0.8643333333333333,0.9433962264150942,1.393063583815029,0.39,0.89,0.060000000000000005,0.024999999999999998,"[0.015, 0.015, 0.015, 0.024999999999999998, 0.024999999999999998]",3619.689999999999,22670.69,286.97075949367087,-68
2020-02-13,81,0,81,46,0.5679,15831,344.15,316.618,195.0,317.0,0.57,28.200000000000117,0.7572,1.0869565217391304,0.6151419558359621,0.18,0.82,0.2,0.034999999999999996,"[0.024999999999999998, 0.034999999999999996, 0.034999999999999996, 0.005, 0.024999999999999998]",4116.059999999999,19947.059999999998,246.25999999999996,122
2020-02-14,81,3,78,23,0.284,20375,885.87,788.4243,261.0,333.0,0.29,20.900000000000013,0.4238805970149253,1.1235955056179776,0.7837837837837838,0.38,0.88,0.34,0.04499999999999999,"[0.015, 0.04499999999999999, 0.04499999999999999, 0.015, 0.034999999999999996]",3667.499999999999,24042.5,308.2371794871795,72
2020-02-15,81,5,76,25,0.3086,21563,862.52,810.7687999999999,284.0,405.0,0.33,22.300000000000033,0.561090909090909,1.0638297872340425,0.7012345679012346,0.19,0.89,0.35000000000000003,0.024999999999999998,"[0.034999999999999996, 0.04499999999999999, 0.024999999999999998, 0.005, 0.04499999999999999]",4959.489999999999,26522.489999999998,348.98013157894735,121
2020-02-16,81,1,80,50,0.6173,18798,375.96,406.03679999999997,235.0,180.0,0.62,24.500000000000064,0.6858888888888889,0.9259259259259259,1.3055555555555556,0.26,0.77,0.23000000000000004,0.015,"[0.024999999999999998, 0.024999999999999998, 0.04499999999999999, 0.034999999999999996, 0.04499999999999999]",4323.539999999999,23121.54,289.01925,-55
2020-02-17,81,2,79,78,0.963,15557,199.45,215.40599999999998,197.0,264.0,0.99,22.10000000000003,1.1068965517241378,0.9259259259259259,0.7462121212121212,0.45,0.86,0.11000000000000001,0.024999999999999998,"[0.034999999999999996, 0.015, 0.034999999999999996, 0.04499999999999999, 0.04499999999999999]",3266.9699999999993,18823.97,238.2781012658228,67
2020-02-18,81,4,77,22,0.2716,14794,672.45,638.8275000000001,192.0,317.0,0.29,29.20000000000013,0.4053731343283582,1.0526315789473684,0.6056782334384858,0.38,0.76,0.060000000000000005,0.005,"[0.034999999999999996, 0.024999999999999998, 0.034999999999999996, 0.005, 0.024999999999999998]",3402.6199999999994,18196.62,236.31974025974026,125
2020-02-19,81,4,77,32,0.3951,14203,443.84,470.4704,184.0,129.0,0.42,27.80000000000011,0.5268,0.9433962264150944,1.426356589147287,0.15,0.82,0.060000000000000005,0.005,"[0.024999999999999998, 0.034999999999999996, 0.04499999999999999, 0.005, 0.015]",1846.39,16049.39,208.43363636363637,-55
2020-02-20,81,1,80,45,0.5556,22495,499.89,444.9021,281.0,380.0,0.56,29.000000000000128,0.6386206896551724,1.1235955056179774,0.7394736842105263,0.06,0.81,0.30000000000000004,0.034999999999999996,"[0.034999999999999996, 0.015, 0.024999999999999998, 0.015, 0.005]",3149.2999999999997,25644.3,320.55375,99
2020-02-21,81,2,79,25,0.3086,21788,871.52,819.2288,276.0,184.0,0.32,23.200000000000045,0.4286111111111111,1.0638297872340425,1.5,0.42,0.97,0.22000000000000003,0.04499999999999999,"[0.005, 0.024999999999999998, 0.015, 0.015, 0.034999999999999996]",5664.879999999997,27452.879999999997,347.50481012658224,-92
2020-02-22,81,1,80,50,0.6173,15648,312.96,297.31199999999995,196.0,321.0,0.62,23.100000000000044,0.6858888888888889,1.0526315789473686,0.6105919003115264,0.08,0.87,0.15000000000000002,0.015,"[0.015, 0.024999999999999998, 0.015, 0.015, 0.034999999999999996]",3911.9999999999986,19560.0,244.5,125
2020-02-23,81,4,77,70,0.8642,14540,207.71,191.0932,189.0,288.0,0.91,26.000000000000085,1.5712727272727272,1.0869565217391306,0.65625,0.13,0.87,0.23000000000000004,0.024999999999999998,"[0.005, 0.024999999999999998, 0.034999999999999996, 0.015, 0.024999999999999998]",1454.0,15994.0,207.71428571428572,99
2020-02-24,81,0,81,33,0.4074,19786,599.58,665.5338,244.0,309.0,0.41,26.000000000000085,0.4682758620689655,0.9009009009009009,0.7896440129449838,0.47,0.98,0.31000000000000005,0.04499999999999999,"[0.034999999999999996, 0.015, 0.04499999999999999, 0.024999999999999998, 0.024999999999999998]",4352.919999999999,24138.92,298.01135802469133,65
2020-02-25,81,3,78,41,0.5062,19435,474.02,511.9416,249.0,349.0,0.53,24.10000000000006,0.6934246575342465,0.9259259259259259,0.7134670487106017,0.19,0.95,0.19,0.04499999999999999,"[0.005, 0.04499999999999999, 0.04499999999999999, 0.005, 0.04499999999999999]",4081.3499999999995,23516.35,301.4916666666667,100
2020-02-26,81,3,78,68,0.8395,19524,287.12,264.1504,250.0,220.0,0.87,28.50000000000012,1.2345588235294118,1.0869565217391306,1.1363636363636365,0.11,0.93,0.26000000000000006,0.04499999999999999,"[0.04499999999999999, 0.034999999999999996, 0.04499999999999999, 0.04499999999999999, 0.04499999999999999]",4295.279999999999,23819.28,305.3753846153846,-30
2020-02-27,81,4,77,34,0.4198,18550,545.59,512.8546,241.0,351.0,0.44,24.10000000000006,0.5830555555555555,1.0638297872340425,0.6866096866096866,0.21,0.77,0.34,0.024999999999999998,"[0.024999999999999998, 0.024999999999999998, 0.024999999999999998, 0.015, 0.015]",4266.499999999999,22816.5,296.3181818181818,110
2020-02-28,81,2,79,24,0.2963,14963,623.46,685.806,189.0,289.0,0.3,25.00000000000007,0.5387272727272727,0.9090909090909091,0.6539792387543253,0.17,0.8,0.31000000000000005,0.04499999999999999,"[0.005, 0.024999999999999998, 0.005, 0.015, 0.04499999999999999]",2693.3399999999997,17656.34,223.4979746835443,100
2020-02-29,81,1,80,59,0.7284,18187,308.25,332.91,227.0,302.0,0.74,23.60000000000005,1.0116666666666667,0.9259259259259258,0.7516556291390728,0.02,0.97,0.12000000000000001,0.04499999999999999,"[0.04499999999999999, 0.04499999999999999, 0.005, 0.04499999999999999, 0.024999999999999998]",4546.749999999998,22733.75,284.171875,75
2020-03-01,81,4,77,27,0.3333,16191,599.67,635.6501999999999,210.0,277.0,0.35,25.900000000000084,0.4901470588235294,0.9433962264150944,0.7581227436823105,0.42,0.8,0.24000000000000005,0.034999999999999996,"[0.04499999999999999, 0.034999999999999996, 0.005, 0.04499999999999999, 0.015]",4371.569999999999,20562.57,267.04636363636365,67
2020-03-02,81,3,78,33,0.4074,18951,574.27,545.5565,243.0,151.0,0.42,27.70000000000011,0.7407272727272727,1.0526315789473684,1.609271523178808,0.2,0.75,0.27,0.005,"[0.015, 0.034999999999999996, 0.005, 0.04499999999999999, 0.04499999999999999]",2463.63,21414.63,274.5465384615385,-92
2020-03-03,81,3,78,42,0.5185,22343,531.98,489.4216,286.0,361.0,0.54,23.40000000000005,0.9427272727272725,1.0869565217391304,0.7922437673130194,0.12,0.95,0.29000000000000004,0.005,"[0.005, 0.024999999999999998, 0.024999999999999998, 0.034999999999999996, 0.005]",4245.169999999999,26588.17,340.87397435897435,75
2020-03-04,81,1,80,65,0.8025,16081,247.4,267.192,201.0,322.0,0.81,21.200000000000017,1.07,0.9259259259259259,0.6242236024844721,0.11,0.77,0.17000000000000004,0.024999999999999998,"[0.04499999999999999, 0.005, 0.005, 0.034999999999999996, 0.04499999999999999]",3216.1999999999994,19297.2,241.215,121
2020-03-05,81,1,80,76,0.9383,14398,189.45,210.28949999999998,180.0,279.0,0.95,28.000000000000114,1.3798529411764706,0.9009009009009009,0.6451612903225806,0.25,0.85,0.07,0.005,"[0.005, 0.04499999999999999, 0.015, 0.005, 0.04499999999999999]",1583.78,15981.78,199.77225,99
2020-03-06,81,5,76,39,0.4815,21764,558.05,613.8549999999999,286.0,351.0,0.51,25.400000000000077,0.7080882352941176,0.9090909090909092,0.8148148148148148,0.17,0.87,0.2,0.005,"[0.024999999999999998, 0.005, 0.034999999999999996, 0.04499999999999999, 0.005]",6311.559999999999,28075.559999999998,369.4152631578947,65
2020-03-07,81,1,80,42,0.5185,14336,341.33,324.26349999999996,179.0,251.0,0.52,22.600000000000037,0.6913333333333332,1.0526315789473686,0.7131474103585658,0.02,0.96,0.11000000000000001,0.034999999999999996,"[0.024999999999999998, 0.024999999999999998, 0.005, 0.005, 0.04499999999999999]",2150.3999999999996,16486.4,206.08,72
2020-03-08,81,4,77,40,0.4938,19532,488.3,459.002,254.0,375.0,0.52,27.900000000000112,0.6584,1.0638297872340425,0.6773333333333333,0.49,0.91,0.07,0.005,"[0.005, 0.024999999999999998, 0.04499999999999999, 0.04499999999999999, 0.04499999999999999]",3320.4399999999996,22852.44,296.78493506493504,121
2020-03-09,81,3,78,18,0.2222,17493,971.83,1030.1398000000002,224.0,156.0,0.23,24.600000000000065,0.2962666666666667,0.9433962264150942,1.435897435897436,0.29,0.97,0.09000000000000001,0.015,"[0.015, 0.024999999999999998, 0.034999999999999996, 0.04499999999999999, 0.015]",2973.81,20466.81,262.39500000000004,-68
2020-03-10,81,4,77,42,0.5185,21328,507.81,467.1852,277.0,247.0,0.55,24.700000000000067,1.7283333333333333,1.0869565217391304,1.1214574898785425,0.44,0.78,0.35000000000000003,0.005,"[0.005, 0.024999999999999998, 0.04499999999999999, 0.034999999999999996, 0.024999999999999998]",4265.599999999999,25593.6,332.3844155844156,-30
2020-03-11,81,4,77,66,0.8148,21891,331.68,358.2144,284.0,409.0,0.86,25.800000000000082,1.4814545454545454,0.9259259259259259,0.6943765281173594,0.32,0.88,0.05,0.04499999999999999,"[0.034999999999999996, 0.034999999999999996, 0.015, 0.024999999999999998, 0.034999999999999996]",5253.839999999998,27144.839999999997,352.5303896103896,125
2020-03-12,81,0,81,34,0.4198,15628,459.65,409.08849999999995,193.0,148.0,0.42,28.900000000000126,1.3993333333333333,1.1235955056179776,1.304054054054054,0.34,0.93,0.38000000000000006,0.015,"[0.04499999999999999, 0.034999999999999996, 0.04499999999999999, 0.034999999999999996, 0.005]",2500.4799999999996,18128.48,223.8083950617284,-45
2020-03-13,81,0,81,42,0.5185,19608,466.86,504.2088,242.0,342.0,0.52,25.900000000000084,0.9427272727272725,0.9259259259259259,0.7076023391812866,0.04,0.95,0.16000000000000003,0.005,"[0.04499999999999999, 0.04499999999999999, 0.024999999999999998, 0.024999999999999998, 0.024999999999999998]",5294.159999999998,24902.159999999996,307.43407407407403,100
2020-03-14,81,4,77,30,0.3704,14003,466.77,443.43149999999997,182.0,304.0,0.39,24.20000000000006,0.4026086956521739,1.0526315789473684,0.5986842105263158,0.39,0.8,0.30000000000000004,0.034999999999999996,"[0.034999999999999996, 0.024999999999999998, 0.034999999999999996, 0.015, 0.015]",3780.8099999999986,17783.809999999998,230.9585714285714,122
2020-03-15,81,4,77,49,0.6049,19771,403.49,371.2108,257.0,329.0,0.64,27.500000000000107,1.0998181818181818,1.0869565217391304,0.7811550151975684,0.08,0.8,0.31000000000000005,0.024999999999999998,"[0.015, 0.005, 0.034999999999999996, 0.005, 0.034999999999999996]",5140.459999999998,24911.46,323.5254545454545,72
2020-03-16,81,1,80,72,0.8889,18326,254.53,282.5283,229.0,304.0,0.9,29.10000000000013,1.6161818181818182,0.9009009009009009,0.7532894736842105,0.01,0.97,0.15000000000000002,0.034999999999999996,"[0.015, 0.034999999999999996, 0.034999999999999996, 0.005, 0.015]",4214.98,22540.98,281.76225,75
2020-03-17,81,2,79,37,0.4568,22857,617.76,667.1808,289.0,361.0,0.47,20.0,0.49652173913043474,0.9259259259259259,0.8005540166204986,0.39,0.82,0.22000000000000003,0.04499999999999999,"[0.024999999999999998, 0.005, 0.034999999999999996, 0.04499999999999999, 0.005]",3885.6899999999996,26742.69,338.5150632911392,72
2020-03-18,81,4,77,48,0.5926,18308,381.42,404.3052,238.0,338.0,0.62,26.40000000000009,0.9116923076923077,0.9433962264150944,0.7041420118343196,0.17,0.94,0.33,0.015,"[0.015, 0.024999999999999998, 0.015, 0.04499999999999999, 0.015]",5309.319999999999,23617.32,306.71844155844155,100
2020-03-19,81,5,76,15,0.1852,15777,1051.8,999.2099999999999,208.0,329.0,0.2,26.100000000000087,0.24693333333333334,1.0526315789473684,0.6322188449848024,0.4,0.95,0.060000000000000005,0.015,"[0.024999999999999998, 0.04499999999999999, 0.005, 0.034999999999999996, 0.005]",2366.5499999999993,18143.55,238.73092105263157,121
2020-03-20,81,4,77,19,0.2346,19748,1039.37,1101.7322,256.0,381.0,0.25,20.900000000000013,0.3609230769230769,0.9433962264150944,0.6719160104986877,0.15,0.83,0.15000000000000002,0.005,"[0.015, 0.04499999999999999, 0.015, 0.024999999999999998, 0.024999999999999998]",2172.28,21920.28,284.678961038961,125
