timestamp,Total Rooms,Out of Service,Available Rooms,Occupied Rooms,Occupied Percent,Room Revenue,Average Daily Rate ADR,Market ADR,Revenue Per Available Room RevPAR,Market Rev Difference,Market RevPar,Average Occupancy Rate AOR,Reservations,Music Decibles,Light Lumens,Avg Table Turn Time Minutes,Plate Speed Average RFID,Beverage Speed Average RFID,Take Out Food Average Hold Time,Third Party Delivery Times,MAC Address Dwell,Average Guest Age,Facial Sentiment Score,Guest Recognition,Menu Browse Minutes,Food COGS %,Beverage COGS %,Gross Operating Profit per Available Room GOPPAR,Market Penetration Index MPI,Average Rate Index,Revenue Generation Index RGI,Market Cost per Booking,Sentiment Analysis,Direct Revenue Ratio DRR,Web Conversion,Segmentation,Outlet Net Revenue,Total Revenue,Total Revenue per Available Room TREVPAR
2020-01-11,81,3.0,78.0,78.45590669350845,0.9686,11786.455906693509,150.17129314418148,15241.451520452832,151.0,75,226.0,1.01,104,35,350,68.59999999999985,69.0799999999997,69.0799999999997,69.0799999999997,48.07,45.97,30.493775550159977,0.7600000000000001,0.7600000000000001,19.483483483483415,25.24,18.89,23.034074520581363,1.4456716417910447,0.009852820969358685,0.668141592920354,0.2,0.7600000000000001,0.09000000000000001,0.015,,2121.5620632048312,13908.017969898341,178.30792269100436
2020-01-12,81,3.0,78.0,77.59064404118438,0.9579,11785.590644041184,150.18822670984324,15249.812940368229,151.0,65,216.0,0.99,105,35,350,68.59999999999985,69.0799999999997,69.0799999999997,69.0799999999997,48.14999999999997,46.19,30.5380051715383,0.7620000000000001,0.7620000000000001,19.375375375375302,25.25,18.9,22.884051850036172,3.193,0.009848529112922793,0.6990740740740741,0.18,0.7620000000000001,0.29000000000000004,0.015,,1414.270877284942,13199.861521326126,169.22899386315547
2020-01-13,81,3.0,78.0,77.03206221697593,0.951,11785.032062216977,150.2051044998686,15257.954720254409,151.0,-45,106.0,0.99,106,35,350,68.59999999999985,68.99999999999972,68.99999999999972,68.99999999999972,48.25999999999998,46.29999999999998,30.5808002734538,0.7620000000000001,0.7620000000000001,19.253333333333273,25.26,18.91,22.899936078148492,1.463076923076923,0.009844380013821676,1.4245283018867925,0.07,0.7620000000000001,0.21000000000000002,0.015,,3064.1083361764126,14849.140398393389,190.37359485119728
2020-01-14,81,3.0,78.0,77.19863891182533,0.9531,11785.198638911825,150.22192151300416,15265.859130635125,151.0,122,273.0,0.99,107,35,350,68.37999999999985,68.99999999999972,68.99999999999972,68.99999999999972,48.36999999999997,46.51999999999998,30.622046748440866,0.7640000000000002,0.7640000000000002,18.874316939890626,25.27,18.92,23.079054343243225,1.0955172413793104,0.009840384365367473,0.5531135531135531,0.27,0.7640000000000002,0.060000000000000005,0.005,,3299.85561889531,15085.054257807134,193.39813151034787
2020-01-15,81,3.0,78.0,77.96557838837725,0.9625,11785.965578388377,150.23867276600595,15273.509056267361,151.0,-68,83.0,1.0,108,35,350,68.15999999999985,68.91999999999973,68.91999999999973,68.91999999999973,48.47999999999996,46.519999999999996,30.661634618242278,0.7660000000000002,0.7660000000000002,18.639999999999947,25.27,18.92,23.391266159884214,1.415441176470588,0.009836552439424962,1.819277108433735,0.04,0.7660000000000002,0.39000000000000007,0.034999999999999996,,1532.175525190489,13318.141103578866,170.74539876383162
2020-01-16,81,3.0,78.0,78.75830580847857,0.9723,11786.758305808478,150.25535329511618,15280.888040853091,151.0,-68,83.0,1.01,108,35,350,68.15999999999985,68.91999999999973,68.91999999999973,68.91999999999973,48.839999999999996,46.62999999999999,30.699458327051648,0.7680000000000002,0.7680000000000002,18.40240240240234,25.28,18.93,23.784035201262554,3.241,0.00983289406305524,1.819277108433735,0.12,0.7680000000000002,0.13,0.015,,2003.748911987441,13790.50721779592,176.80137458712716
2020-01-17,81,3.0,78.0,78.98292655197999,0.9751,11786.98292655198,150.2719581575341,15287.980330014127,151.0,-92,59.0,1.01,108,35,350,68.15999999999985,68.91999999999973,68.91999999999973,68.91999999999973,48.91999999999997,46.629999999999995,30.735417022963986,0.7680000000000002,0.7680000000000002,17.853333333333296,25.29,18.94,24.191269661692363,1.3543055555555557,0.009829418596419351,2.559322033898305,0.46,0.7680000000000002,0.24000000000000005,0.04499999999999999,,2828.8759023724747,14615.858828924454,187.38280549903146
2020-01-18,81,3.0,78.0,78.47115950767386,0.9688,11786.471159507673,150.2884824328806,15294.770912414686,151.0,65,216.0,1.01,109,35,350,68.15999999999985,68.91999999999973,68.91999999999973,68.91999999999973,49.029999999999966,46.84999999999999,30.76941482688394,0.7680000000000002,0.7680000000000002,17.734335839598923,25.29,18.94,24.544443618832947,1.4904615384615385,0.009826134911958193,0.6990740740740741,0.37,0.7680000000000002,0.31000000000000005,0.04499999999999999,,1650.1059623310741,13436.577121838747,172.2638092543429
2020-01-19,81,3.0,78.0,77.60640972334353,0.9581,11785.606409723343,150.30492122465628,15301.245558920884,151.0,-68,83.0,0.99,109,35,350,67.93999999999986,68.91999999999973,68.91999999999973,68.91999999999973,49.02999999999997,46.959999999999994,30.801361088174676,0.7700000000000002,0.7700000000000002,17.486338797814145,25.3,18.95,24.784127988185336,1.0645555555555555,0.009823051374861832,1.819277108433735,0.38,0.7700000000000002,0.35000000000000003,0.015,,1885.6970255557346,13671.303435279078,175.2731209651164
2020-01-20,81,0.0,81.0,80.03652945143585,0.9881,11785.036529451436,150.32126966169236,15307.390859691739,145.0,75,220.0,0.99,110,35,350,67.93999999999986,68.91999999999973,68.91999999999973,68.91999999999973,49.13999999999996,47.069999999999986,30.831170626365807,0.7720000000000004,0.7720000000000004,17.34534534534529,25.31,18.96,24.869990739736192,1.097888888888889,0.009820175824838089,0.6590909090909091,0.49,0.7720000000000004,0.39000000000000007,0.04499999999999999,,2710.5584017738297,14495.594931225265,178.95796211389217
2020-01-21,81,0.0,81.0,80.18846094099264,0.99,11785.188460940994,150.33752289959412,15313.19425910164,145.0,67,212.0,0.99,110,35,350,67.93999999999986,68.55999999999972,68.55999999999972,68.55999999999972,49.43999999999994,47.619999999999976,30.8587639582758,0.7720000000000004,0.7720000000000004,17.12568306010923,25.31,18.96,24.787583626059394,1.1379310344827587,0.0098175155591877,0.6839622641509434,0.47,0.7720000000000004,0.25000000000000006,0.015,,2592.741461407018,14377.929922348012,177.50530768330879
2020-01-22,81,0.0,81.0,80.94838033277675,0.9994,11785.948380332777,150.35367612217638,15318.644088399979,146.0,67,213.0,1.0,110,35,350,67.71999999999986,68.11999999999972,68.11999999999972,68.11999999999972,49.43999999999994,47.619999999999976,30.884067509943364,0.7720000000000004,0.7720000000000004,16.36065573770487,25.32,18.97,24.550773409477017,3.3313333333333333,0.009815077317190984,0.6854460093896714,0.23,0.7720000000000004,0.38000000000000006,0.034999999999999996,,1767.892257049916,13553.840637382693,167.33136589361348
2020-01-23,81,0.0,81.0,81.74697208769656,1.0092,11786.746972087696,150.36972454289068,15323.729596019686,146.0,125,271.0,1.01,111,35,350,67.71999999999986,68.03999999999974,68.03999999999974,68.03999999999974,49.76999999999994,47.72999999999999,30.907013812802635,0.7740000000000004,0.7740000000000004,16.170426065162843,25.32,18.97,24.19940848222453,2.242666666666667,0.009812867265809034,0.5387453874538746,0.04,0.7740000000000004,0.26000000000000006,0.015,,2946.686743021923,14733.433715109619,181.89424339641505
2020-01-24,81,0.0,81.0,81.98594814996383,1.0122,11786.985948149964,150.3856634062436,15328.440975452604,146.0,-30,116.0,1.01,111,35,350,67.49999999999986,68.03999999999974,68.03999999999974,68.03999999999974,49.769999999999946,47.839999999999996,30.927541683579197,0.7740000000000004,0.7740000000000004,15.95370370370364,25.33,18.98,23.79261352076654,1.163448275862069,0.009810890986700828,1.2586206896551724,0.04,0.7740000000000004,0.34,0.015,,2003.7876111854937,13790.773559335457,170.25646369549946
2020-01-25,81,0.0,81.0,81.48627270710868,1.006,11786.486272707109,150.40148798920598,15332.769390616064,146.0,90,236.0,1.01,111,35,350,67.27999999999986,68.03999999999974,68.03999999999974,68.03999999999974,49.83,47.949999999999974,30.94559638742714,0.7740000000000004,0.7740000000000004,15.879781420764981,25.33,18.98,23.398840492326137,1.1563218390804597,0.009809153464556407,0.6186440677966102,0.32,0.7740000000000004,0.33,0.005,,1650.1080781789951,13436.594350886104,165.8838808751371
2020-01-26,81,0.0,81.0,80.62229203479603,0.9953,11785.622292034795,150.41719360261231,15336.7069986418,146.0,90,236.0,1.0,112,35,350,67.05999999999986,68.03999999999974,68.03999999999974,68.03999999999974,49.87999999999994,48.059999999999974,30.961129783872302,0.7740000000000004,0.7740000000000004,15.709273182957338,25.34,18.99,23.084350144921288,1.463676470588235,0.009807659076745294,0.6186440677966102,0.34,0.7740000000000004,0.28,0.015,,1414.2746750441754,13199.89696707897,162.96169095159223
2020-01-27,81,0.0,81.0,80.0412821830127,0.9882,11785.041282183012,150.43277559255043,15340.246970025146,145.0,100,245.0,0.99,112,35,350,67.05999999999986,67.59999999999974,67.59999999999974,67.59999999999974,49.94,48.16999999999999,30.97410045517242,0.7740000000000004,0.7740000000000004,15.626666666666646,25.34,18.99,22.90206221697594,1.7967272727272725,0.009806411584278675,0.5918367346938775,0.27,0.7740000000000004,0.36000000000000004,0.024999999999999998,,2239.1578436147715,14024.199125797784,173.13826081231832
2020-01-28,81,0.0,81.0,80.17852344669758,0.9899,11785.178523446697,150.44822934174042,15343.383506079439,145.0,87,232.0,0.99,112,35,350,66.83999999999986,67.59999999999974,67.59999999999974,67.59999999999974,50.05,48.16999999999999,30.984473816752093,0.7760000000000004,0.7760000000000004,15.497267759562801,25.34,18.99,22.882650557606013,1.374861111111111,0.009805414124083452,0.625,0.13,0.7760000000000004,0.23000000000000004,0.005,,3181.998201330607,14967.176724777304,184.7799595651519
2020-01-29,81,0.0,81.0,80.93119757319768,0.9992,11785.931197573198,150.46355027090286,15346.11185364785,146.0,-30,116.0,1.0,113,35,350,66.83999999999986,67.59999999999974,67.59999999999974,67.59999999999974,50.09999999999995,48.28,30.992222209417932,0.7760000000000004,0.7760000000000004,15.342592592592533,25.35,19.0,23.029381594365525,1.5372307692307692,0.00980466920258612,1.2586206896551724,0.36,0.7760000000000004,0.05,0.04499999999999999,,2003.6083035874435,13789.539501160642,170.24122840939063
2020-01-30,81,0.0,81.0,81.73541702296399,1.0091,11786.735417022965,150.47873384011578,15348.428317032136,146.0,-68,78.0,1.01,113,35,350,66.61999999999986,67.23999999999972,67.23999999999972,67.23999999999972,50.539999999999935,48.5,30.997324973108157,0.7780000000000004,0.7780000000000004,15.267267267267242,25.35,19.0,23.31756468683238,3.363666666666667,0.00980417869060441,1.8717948717948718,0.12,0.7780000000000004,0.17000000000000004,0.024999999999999998,,2239.479729234363,14026.215146257327,173.16314995379417
2020-01-31,81,0.0,81.0,81.98867759023234,1.0122,11786.988677590232,150.49377555015997,15350.330267105237,146.0,65,211.0,1.01,113,35,350,66.61999999999986,67.23999999999972,67.23999999999972,67.23999999999972,50.649999999999935,48.60999999999999,30.99976850197989,0.7780000000000004,0.7780000000000004,15.240740740740682,25.35,19.0,23.69870685581852,3.374,0.009803943819544936,0.6919431279620853,0.15,0.7780000000000004,0.37000000000000005,0.024999999999999998,,3064.6170561734593,14851.605733763692,183.35315720695917
2020-02-01,81,0.0,81.0,81.50124181344577,1.0062,11786.501241813447,150.5086709438521,15351.816147582189,146.0,-55,91.0,1.01,115,35,350,66.61999999999986,67.15999999999974,67.15999999999974,67.15999999999974,50.67999999999995,48.72,30.99954628068736,0.7780000000000004,0.7780000000000004,15.13888888888883,25.35,19.0,24.10867276600595,1.5479999999999998,0.009803965178905314,1.6043956043956045,0.26,0.7780000000000004,0.19,0.005,,2946.6253104533607,14733.126552266807,181.89045126255317
2020-02-02,81,0.0,81.0,80.63828626927024,0.9955,11785.63828626927,150.52341560736556,15352.885478431446,146.0,100,246.0,1.0,115,35,350,66.39999999999986,67.15999999999974,67.15999999999974,67.15999999999974,50.71,48.93999999999999,30.99665890175417,0.7780000000000004,0.7780000000000004,15.137844611528772,25.35,19.0,24.478476870115127,1.3273333333333335,0.009804242715079774,0.5934959349593496,0.12,0.7780000000000004,0.36000000000000004,0.024999999999999998,,1414.2765943523123,13199.914880621582,162.96191210643929
2020-02-03,81,0.0,81.0,80.04631900336956,0.9882,11785.04631900337,150.5380051715383,15353.538856416397,145.0,-45,100.0,0.99,117,35,350,66.39999999999986,66.79999999999973,66.79999999999973,66.79999999999973,50.86999999999995,49.04999999999998,30.991114063993454,0.7780000000000004,0.7780000000000004,15.03703703703698,25.35,19.0,24.745891705144246,1.0979999999999999,0.00980477573146773,1.45,0.36,0.7780000000000004,0.26000000000000006,0.04499999999999999,,2592.7101901807405,14377.75650918411,177.50316678005075
2020-02-04,81,0.0,81.0,80.1688293736342,0.9897,11785.168829373633,150.55243531316762,15353.77795276449,145.0,99,244.0,0.99,117,35,350,66.39999999999986,66.79999999999973,66.79999999999973,66.79999999999973,50.86999999999995,49.15999999999998,30.982926551979983,0.7800000000000005,0.7800000000000005,14.933333333333271,25.35,19.0,24.86591899614718,3.2990000000000004,0.009805562889885367,0.5942622950819673,0.32,0.7800000000000005,0.17000000000000004,0.034999999999999996,,2357.033765874726,14142.20259524836,174.59509376849826
2020-02-05,81,0.0,81.0,80.91403520126255,0.9989,11785.914035201262,150.5667017562911,15353.605507969114,146.0,90,236.0,1.0,117,35,350,66.39999999999986,66.79999999999973,66.79999999999973,66.79999999999973,50.89999999999996,49.15999999999998,30.97211819662906,0.7800000000000005,0.7800000000000005,14.918032786885204,25.35,19.0,24.818361580012173,1.5367692307692307,0.00980660221328086,0.6186440677966102,0.48,0.7800000000000005,0.13,0.024999999999999998,,2003.6053859842143,13789.519421185476,170.24098050846266
2020-02-06,81,0.0,81.0,81.72364403829592,1.0089,11786.723644038297,150.5808002734538,15353.025323737202,146.0,-30,116.0,1.01,118,35,350,66.39999999999986,66.79999999999973,66.79999999999973,66.79999999999973,50.97999999999995,49.15999999999998,30.958717816987296,0.7800000000000005,0.7800000000000005,14.896174863387941,25.35,19.0,24.611222010848596,1.483676470588235,0.009807891089754273,1.2586206896551724,0.24,0.7800000000000005,0.34,0.04499999999999999,,3182.415383890339,14969.139027928635,184.80418552998316
2020-02-07,81,3.0,78.0,78.99111406399345,0.9752,11786.991114063994,150.59472668696077,15352.042252103005,151.0,72,223.0,1.01,119,35,350,65.95999999999987,66.79999999999973,66.79999999999973,66.79999999999973,51.009999999999955,49.37999999999997,30.94276114339042,0.7820000000000005,0.7820000000000005,14.894894894894867,25.35,19.0,24.27935595881562,1.120919540229885,0.009809426277883745,0.6771300448430493,0.31,0.7820000000000005,0.07,0.024999999999999998,,2946.7477785159977,14733.738892579991,188.89408836641016
2020-02-08,81,3.0,78.0,78.51606239101585,0.9693,11786.516062391016,150.6084768701151,15350.662181736307,151.0,125,276.0,1.01,119,35,350,65.95999999999987,66.71999999999974,66.71999999999974,66.71999999999974,51.04,49.59999999999998,30.924290722193092,0.7820000000000005,0.7820000000000005,14.345864661654094,25.35,19.0,23.878606996888692,1.3278082191780822,0.009811203913359772,0.5471014492753623,0.13,0.7820000000000005,0.1,0.005,,2946.629015597753,14733.14507798877,188.88647535883038
2020-02-09,81,3.0,78.0,77.65438768732926,0.9587,11785.65438768733,150.62204674844088,15348.892021480751,151.0,99,250.0,1.0,120,35,350,65.95999999999987,66.71999999999974,66.71999999999974,66.71999999999974,51.08999999999994,49.59999999999999,30.903355802324686,0.7820000000000005,0.7820000000000005,14.186186186186172,25.35,19.0,23.476409723343536,1.743090909090909,0.009813219516929662,0.604,0.34,0.7820000000000005,0.11000000000000001,0.024999999999999998,,1296.4219826456062,13082.076370332936,167.71892782478122
2020-02-10,81,3.0,78.0,77.05163841998782,0.9513,11785.051638419987,150.6354323008902,15346.739681165522,151.0,87,238.0,0.99,120,35,350,65.95999999999987,66.71999999999974,66.71999999999974,66.71999999999974,51.149999999999984,49.70999999999999,30.880012203973536,0.7840000000000005,0.7840000000000005,14.07807807807806,25.35,19.0,23.140442445913514,1.2684,0.009815468003654184,0.634453781512605,0.19,0.7840000000000005,0.29000000000000004,0.015,,1532.0567129945985,13317.108351414587,170.73215835146905
2020-02-11,81,3.0,78.0,77.15938159436553,0.9526,11785.159381594365,150.648629561035,15344.214049740956,151.0,125,276.0,0.99,123,35,350,65.95999999999987,66.27999999999975,66.27999999999975,66.27999999999975,51.19999999999994,49.70999999999999,30.854322169749828,0.7840000000000005,0.7840000000000005,14.054644808743138,25.34,18.99,22.92723885660958,1.4655384615384615,0.009817943693478277,0.5471014492753623,0.29,0.7840000000000005,0.35000000000000003,0.024999999999999998,,1178.5159381594365,12963.675319753802,166.20096563786925
2020-02-12,81,3.0,78.0,77.89689830255257,0.9617,11785.896898302553,150.6616346182423,15341.324970795862,151.0,125,276.0,1.0,123,35,350,65.95999999999987,66.27999999999975,66.27999999999975,66.27999999999975,51.33999999999995,49.70999999999999,30.82635419872391,0.7860000000000005,0.7860000000000005,13.813333333333333,25.34,18.99,22.872675026891844,1.4353731343283582,0.009820640323117177,0.5471014492753623,0.23,0.7860000000000005,0.08000000000000002,0.005,,2592.8973176265613,14378.794215929114,184.3435155888348
2020-02-13,81,3.0,78.0,78.71165662228178,0.9717,11786.711656622281,150.67444361883295,15338.083215521423,151.0,67,218.0,1.01,123,35,350,65.51999999999987,66.27999999999975,66.27999999999975,66.27999999999975,51.47999999999998,49.92999999999999,30.796182863782615,0.7860000000000005,0.7860000000000005,13.681681681681665,25.34,18.99,22.985932490056637,1.4502985074626864,0.00982355105925866,0.6926605504587156,0.24,0.7860000000000005,0.14,0.034999999999999996,,2239.4752147582326,14026.186871380514,179.82290860744249
2020-02-14,81,3.0,78.0,78.99325684926741,0.9752,11786.993256849268,150.68705276722366,15334.50045319344,151.0,65,216.0,1.01,125,35,350,65.51999999999987,65.83999999999975,65.83999999999975,65.83999999999975,52.04999999999991,50.14999999999997,30.76388861279054,0.7860000000000005,0.7860000000000005,13.664160401002473,25.33,18.98,23.24795325155913,1.4555223880597012,0.00982666851308109,0.6990740740740741,0.23,0.7860000000000005,0.22000000000000003,0.024999999999999998,,2357.398651369853,14144.39190821912,181.33835779768103
2020-02-15,81,3.0,78.0,78.53073004816193,0.9695,11786.530730048162,150.69945832705164,15330.589219251458,151.0,-68,83.0,1.01,126,35,350,65.51999999999987,65.83999999999975,65.83999999999975,65.83999999999975,52.32999999999997,50.14999999999999,30.729557554086487,0.7860000000000005,0.7860000000000005,13.662650602409585,25.33,18.98,23.614646704883814,1.2926666666666666,0.009829984756085573,1.819277108433735,0.42,0.7860000000000005,0.14,0.015,,3064.4979898125207,14851.028719860682,190.39780410077796
2020-02-16,81,3.0,78.0,77.67059151777546,0.9589,11785.670591517775,150.71165662228177,15326.362881059722,151.0,-30,121.0,1.0,126,35,350,65.51999999999987,65.75999999999976,65.75999999999976,65.75999999999976,52.35999999999999,50.25999999999996,30.693281226886977,0.7880000000000006,0.7880000000000006,13.553884711779416,25.33,18.98,24.02430882066428,1.4752307692307691,0.009833491337238976,1.2479338842975207,0.26,0.7880000000000006,0.16000000000000003,0.04499999999999999,,3182.131059709798,14967.801651227574,191.89489296445606
2020-02-17,81,3.0,78.0,77.05723885660957,0.9513,11785.057238856609,150.7236440382959,15321.835601441295,151.0,121,272.0,0.99,127,35,350,65.51999999999987,65.75999999999976,65.75999999999976,65.75999999999976,52.36,50.25999999999996,30.655156357209087,0.7880000000000006,0.7880000000000006,13.530054644808722,25.32,18.97,24.4080051715383,1.4198507462686567,0.009837179301422451,0.5551470588235294,0.12,0.7880000000000006,0.24000000000000005,0.015,,1885.609158217057,13670.666397073666,175.26495380863676
2020-02-18,81,3.0,78.0,77.15018290847247,0.9525,11785.150182908472,150.735417022964,15317.022300082643,151.0,90,241.0,0.99,128,35,350,65.29999999999987,65.75999999999976,65.75999999999976,65.75999999999976,52.43999999999996,50.25999999999997,30.615284599963328,0.7880000000000006,0.7880000000000006,13.47956989247307,25.32,18.97,24.70117062636581,1.0948275862068966,0.009841039209177798,0.6265560165975104,0.03,0.7880000000000006,0.35000000000000003,0.04499999999999999,,1414.2180219490165,13199.368204857488,169.22266929304473
2020-02-19,81,3.0,78.0,77.87979195510064,0.9615,11785.8797919551,150.74697208769655,15311.93861291182,151.0,99,250.0,1.0,128,35,350,65.29999999999987,65.75999999999976,65.75999999999976,65.75999999999976,52.43999999999996,50.58999999999997,30.573772267904324,0.7880000000000006,0.7880000000000006,13.273118279569848,25.31,18.96,24.854473816752094,1.0451086956521738,0.009845061157741248,0.604,0.22,0.7880000000000006,0.16000000000000003,0.015,,1178.5879791955101,12964.46777115061,166.21112527116168
2020-02-20,81,3.0,78.0,78.69945832705164,0.9716,11786.699458327052,150.75830580847855,15306.600849558878,151.0,125,276.0,1.01,128,35,350,65.07999999999987,65.75999999999976,65.75999999999976,65.75999999999976,52.46999999999999,50.58999999999997,30.530730048161935,0.7880000000000006,0.7880000000000006,13.249999999999961,25.31,18.96,24.842118196629063,1.056086956521739,0.009849234803351084,0.5471014492753623,0.22,0.7880000000000006,0.38000000000000006,0.015,,2946.674864581762,14733.374322908814,188.88941439626686
2020-02-21,81,3.0,78.0,78.9951053111007,0.9752,11786.9951053111,150.76941482688395,15301.02594901234,151.0,72,223.0,1.01,129,35,350,65.07999999999987,65.75999999999976,65.75999999999976,65.75999999999976,52.69,50.589999999999975,30.48627270710869,0.7880000000000006,0.7880000000000006,13.195698924731136,25.3,18.95,24.666182863782616,1.3544444444444443,0.009853549384812062,0.6771300448430493,0.43,0.7880000000000006,0.060000000000000005,0.005,,2475.2689721153306,14262.264077426431,182.84953945418502
2020-02-22,81,3.0,78.0,78.54524043854065,0.9697,11786.545240438541,150.78029585107078,15295.231433590472,151.0,-92,59.0,1.01,129,35,350,64.85999999999987,65.39999999999975,65.39999999999975,65.39999999999975,52.73999999999995,50.69999999999999,30.440518784350495,0.7880000000000006,0.7880000000000006,13.132530120481876,25.3,18.95,24.35627270710869,1.4918461538461538,0.009857993748295702,2.559322033898305,0.35,0.7880000000000006,0.18000000000000005,0.04499999999999999,,1178.6545240438543,12965.199764482395,166.22050980105635
